place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
Virginia,3119,Other food manufacturing,2013,3287,145042,2719,5217,97607,1165797,2272494,1086174,107923
Virginia,312,Beverage and tobacco product manufacturing,2013,6461,426468,4476,8275,284398,3274727,19618046,16339557,130783
Virginia,313,Textile mills,2013,7141,358860,5894,12479,280868,1310036,2115757,753912,57565
Virginia,3131,"Fiber, yarn, and thread mills",2013,944,31670,844,1907,26363,223142,320636,98474,3795
Virginia,3132,Fabric mills,2013,5539,300774,4580,9491,240009,978767,1624128,594502,48160
Virginia,3133,Textile and fabric finishing and fabric coating mills,2013,658,26416,470,1081,14496,108127,170993,60936,5610
Virginia,314,Textile product mills,2013,3130,100650,2575,5008,70161,365805,632861,262858,5992
Virginia,3141,Textile furnishings mills,2013,1973,60345,1683,3285,44904,218673,331175,106606,3379
Virginia,3149,Other textile product mills,2013,1158,40306,892,1723,25257,147132,301685,156252,2613
Virginia,321,Wood product manufacturing,2013,12094,465290,9959,20037,334085,1898574,3308848,1430867,123716
Virginia,3211,Sawmills and wood preservation,2013,2806,128087,2285,5393,93255,719473,1140190,437477,45039
Virginia,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,2315,104319,1911,3919,74799,438350,846900,398056,42105
Virginia,3219,Other wood product manufacturing,2013,6973,232883,5763,10725,166032,740751,1321758,595334,36571
Virginia,322,Paper manufacturing,2013,6351,391214,4920,10445,268039,1875841,3656983,1778827,224844
Virginia,3221,"Pulp, paper, and paperboard mills",2013,2333,174650,1883,3983,137024,927670,1941216,996081,191602
Virginia,3222,Converted paper product manufacturing,2013,4018,216564,3037,6462,131015,948171,1715767,782746,33242
Virginia,323,Printing and related support activities,2013,11590,490236,8536,16236,328416,849681,1901138,1058199,43949
Virginia,3231,Printing and related support activities,2013,11590,490236,8536,16236,328416,849681,1901138,1058199,43949
Virginia,325,Chemical manufacturing,2013,12203,852740,8061,16497,476164,4849279,11558984,6629934,416051
Virginia,3251,Basic chemical manufacturing,2013,1399,117601,924,2403,77030,981928,1763880,794180,89779
Virginia,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,2665,177113,2064,4347,115212,1381606,2650130,1295043,161722
Virginia,3254,Pharmaceutical and medicine manufacturing,2013,2967,279362,1929,4059,158549,1102674,4609444,3389757,63515
Virginia,3255,"Paint, coating, and adhesive manufacturing",2013,861,49321,454,890,20131,517377,1005555,492293,21054
Virginia,3259,Other chemical product and preparation manufacturing,2013,3268,184040,2099,3531,84018,646343,1134158,480237,69352
Virginia,326,Plastics and rubber products manufacturing,2013,17070,834579,13178,25373,541850,3153239,5868725,2754746,196991
Virginia,3261,Plastics product manufacturing,2013,12631,600709,9584,18327,369107,2317913,4539123,2257727,161941
Virginia,3262,Rubber product manufacturing,2013,4439,233870,3594,7046,172743,835326,1329602,497019,35049
Virginia,327,Nonmetallic mineral product manufacturing,2013,8575,407311,6217,13260,253562,998528,2691687,1710788,92050
Virginia,3271,Clay product and refractory manufacturing,2013,458,22037,301,588,11311,74022,170047,92239,1519
Virginia,3272,Glass and glass product manufacturing,2013,1439,59082,1139,2409,37226,161218,380403,215655,18693
Virginia,3273,Cement and concrete product manufacturing,2013,4214,192637,2989,6372,115023,384981,1102234,738068,19929
Virginia,3274,Lime and gypsum product manufacturing,2013,611,39553,529,1320,32634,121758,354322,236372,35244
Virginia,3279,Other nonmetallic mineral product manufacturing,2013,1853,94001,1260,2571,57368,256549,684682,428454,16665
Virginia,331,Primary metal manufacturing,2013,4638,275218,3744,7521,191221,1542447,2396317,819353,59829
Virginia,3311,Iron and steel mills and ferroalloy manufacturing,2013,1275,97874,1035,2136,64535,701895,1069607,368935,12401
Virginia,3312,Steel product manufacturing from purchased steel,2013,72,3688,50,111,2381,21264,31230,10023,232
Virginia,3313,Alumina and aluminum production and processing,2013,896,56371,728,1481,40314,326151,502676,180096,16860
Virginia,3314,Nonferrous metal (except aluminum) production and processing,2013,729,34975,559,1111,21835,269988,364280,69641,5020
Virginia,3315,Foundries,2013,1667,82310,1373,2682,62156,223149,428524,190658,25316
Virginia,332,Fabricated metal product manufacturing,2013,19095,1057849,13704,28333,621071,2521563,5386584,2846729,133699
Virginia,3322,Cutlery and handtool manufacturing,2013,900,54163,621,1336,30445,112194,290593,176388,6694
Virginia,3323,Architectural and structural metals manufacturing,2013,5067,251780,3646,7155,155337,712605,1369560,650801,36688
Virginia,3324,"Boiler, tank, and shipping container manufacturing",2013,3909,287953,2409,5385,146933,563318,1529505,964737,18991
Virginia,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,5746,295888,4324,8805,174263,706309,1227747,525868,31940
Virginia,3328,"Coating, engraving, heat treating, and allied activities",2013,530,22888,420,883,15226,13979,65067,50918,1367
Virginia,3329,Other fabricated metal product manufacturing,2013,1737,84371,1419,3067,62955,295162,638446,332585,18085
Virginia,333,Machinery manufacturing,2013,15502,877885,10615,21626,495824,3246888,6021167,2801004,143245
Virginia,3331,"Agriculture, construction, and mining machinery manufacturing",2013,2507,133612,1660,3044,71953,602755,1002380,401851,36479
Virginia,3332,Industrial machinery manufacturing,2013,1136,68943,649,1494,31348,169640,331390,165652,9186
Virginia,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,3239,154600,2583,5074,107071,563995,1047237,477806,10407
Virginia,3339,Other general purpose machinery manufacturing,2013,6394,377718,4484,9482,222172,1571021,2766862,1228832,62365
Virginia,334,Computer and electronic product manufacturing,2013,11089,906534,5273,9751,315483,1586972,3798885,2157788,132063
Virginia,3341,Computer and peripheral equipment manufacturing,2013,559,31621,281,488,8795,50499,117071,66377,8958
Virginia,3343,Audio and video equipment manufacturing,2013,167,8901,50,100,2055,13697,33374,19775,365
Virginia,3344,Semiconductor and other electronic component manufacturing,2013,3385,252361,2573,4788,175236,545227,1161006,593514,88481
Virginia,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,5990,541399,1867,3515,99504,867979,2276264,1375343,30271
Virginia,3346,Manufacturing and reproducing magnetic and optical media,2013,264,15629,125,220,3495,13308,47213,33919,542
Virginia,335,"Electrical equipment, appliance, and component manufacturing",2013,7349,445240,4132,8245,196296,1308029,2581013,1270910,51567
Virginia,3353,Electrical equipment manufacturing,2013,5070,331933,2926,5948,147182,961092,1869238,904803,25902
Virginia,3359,Other electrical equipment and component manufacturing,2013,1785,92025,889,1654,36619,288625,576699,288848,23562
Virginia,336,Transportation equipment manufacturing,2013,37842,2322958,22630,47819,1105893,4813092,11446665,6615974,166954
Virginia,3363,Motor vehicle parts manufacturing,2013,4263,207423,3324,6838,150410,688219,1229610,535596,40071
Virginia,3364,Aerospace product and parts manufacturing,2013,2136,220207,966,2199,73473,365312,912577,555120,32457
Virginia,3366,Ship and boat building,2013,25976,1643138,13864,30240,692582,1200546,5849662,4649116,68250
Virginia,337,Furniture and related product manufacturing,2013,8630,313320,6683,13491,209655,912398,1713408,809112,19462
Virginia,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,6199,213529,4933,10038,147526,460817,944838,493808,8763
Virginia,3372,Office furniture (including fixtures) manufacturing,2013,1321,56658,913,1818,34441,92047,210852,115666,4077
Virginia,3379,Other furniture related product manufacturing,2013,1110,43133,837,1634,27687,359534,557718,199638,6623
Virginia,339,Miscellaneous manufacturing,2013,6949,349855,4191,7841,151035,576426,1378950,820910,26540
Virginia,3391,Medical equipment and supplies manufacturing,2013,2747,152824,1664,2943,65423,157100,529503,375063,7951
Virginia,3399,Other miscellaneous manufacturing,2013,4202,197031,2527,4898,85612,419326,849446,445847,18589
Washington,31-33,Manufacturing,2013,248766,15011766,163971,328038,8328221,78585612,139165044,62636689,2706671
Washington,311,Food manufacturing,2013,33342,1389874,26573,52185,948028,7491528,13423653,5921676,351109
Washington,3111,Animal food manufacturing,2013,468,22548,313,731,14180,418731,605896,179431,8222
Washington,3112,Grain and oilseed milling,2013,919,51541,632,1392,28812,423095,668939,252045,59791
Washington,3113,Sugar and confectionery product manufacturing,2013,1264,46882,889,1642,26628,131899,311916,180975,3700
Washington,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,9773,365392,8601,17130,283046,1896277,3580710,1678455,74164
Washington,3115,Dairy product manufacturing,2013,1164,62812,1004,1989,53608,1125486,1364969,249627,47827
Washington,3116,Animal slaughtering and processing,2013,4842,172413,4064,8375,122167,1206727,1888820,656087,32896
Washington,3117,Seafood product preparation and packaging,2013,6526,321307,5498,10679,238191,678191,1738429,1067514,75617
Washington,3118,Bakeries and tortilla manufacturing,2013,4892,196053,2892,4843,88733,529117,1320527,798177,14944
Washington,3119,Other food manufacturing,2013,3493,150925,2681,5404,92664,1082006,1943447,859365,33949
Washington,312,Beverage and tobacco product manufacturing,2013,4548,220947,2231,3961,97966,1079385,2036447,994708,105091
Washington,321,Wood product manufacturing,2013,11821,551643,9784,20373,415515,2513385,4173497,1653373,163444
Washington,3211,Sawmills and wood preservation,2013,5334,277545,4425,9425,212458,1519063,2483213,954875,40070
Washington,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,2290,102792,1906,4083,78835,408095,644211,237541,14330
Washington,3219,Other wood product manufacturing,2013,4197,171306,3452,6866,124221,586227,1046073,460958,109044
Washington,322,Paper manufacturing,2013,8239,581210,6518,13194,416341,2710679,5312629,2578370,165782
Washington,3221,"Pulp, paper, and paperboard mills",2013,4226,360391,3376,7079,270579,1762226,3525482,1769154,137955
Washington,3222,Converted paper product manufacturing,2013,4013,220819,3142,6115,145762,948453,1787147,809216,27827
Washington,324,Petroleum and coal products manufacturing,2013,2582,286547,1651,3834,149551,23094490,25989311,2862316,617527
Washington,3241,Petroleum and coal products manufacturing,2013,2582,286547,1651,3834,149551,23094490,25989311,2862316,617527
Washington,3251,Basic chemical manufacturing,2013,1845,148239,1305,2606,105409,414954,1000738,601440,46932
Washington,3261,Plastics product manufacturing,2013,9777,424329,7245,15155,275153,1159757,2353501,1219136,68532
Washington,3273,Cement and concrete product manufacturing,2013,3530,165842,2688,5426,113955,411745,971768,567729,27669
Washington,331,Primary metal manufacturing,2013,6697,430006,5282,11027,313055,1841742,3384717,1500993,73782
Washington,3314,Nonferrous metal (except aluminum) production and processing,2013,1589,116168,1131,2115,79027,358291,812374,414487,30684
Washington,3315,Foundries,2013,2405,111543,1937,4072,79760,208488,470479,256668,12695
Washington,332,Fabricated metal product manufacturing,2013,21728,1084734,15727,31460,675739,2098423,5211484,3187056,137118
Washington,3321,Forging and stamping,2013,426,19730,272,571,12238,32063,69626,45797,1439
Washington,3322,Cutlery and handtool manufacturing,2013,235,11721,116,219,3903,35388,73386,41446,1064
Washington,3323,Architectural and structural metals manufacturing,2013,6806,323993,4777,9338,193102,665657,1560192,911756,32030
Washington,3324,"Boiler, tank, and shipping container manufacturing",2013,1058,69780,775,1699,39754,397623,608437,215314,7438
Washington,3325,Hardware manufacturing,2013,340,20972,165,347,7494,22263,98911,75316,820
Washington,3326,Spring and wire product manufacturing,2013,154,8476,121,255,5434,19504,39091,20160,693
Washington,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,7023,360221,5376,10748,254007,546417,1339138,829995,55048
Washington,3328,"Coating, engraving, heat treating, and allied activities",2013,3181,149292,2252,4696,88609,119666,855346,727648,28370
Washington,3329,Other fabricated metal product manufacturing,2013,2505,120549,1871,3587,71199,259843,567357,319625,10217
Washington,333,Machinery manufacturing,2013,13569,830047,8194,16501,393510,1699652,3752721,2081398,124542
Washington,3331,"Agriculture, construction, and mining machinery manufacturing",2013,1194,83242,741,1436,35023,211400,521599,314482,11794
Washington,3332,Industrial machinery manufacturing,2013,3666,228610,1944,3655,86851,434781,951202,530737,38342
Washington,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,1136,56373,731,1513,27851,149163,302711,153251,3596
Washington,3335,Metalworking machinery manufacturing,2013,1989,122515,1306,2849,70268,159116,475448,320062,15341
Washington,3339,Other general purpose machinery manufacturing,2013,4595,280282,2861,5869,144734,663150,1273793,619365,28144
Washington,334,Computer and electronic product manufacturing,2013,18891,1314901,8981,18068,420305,2470772,6552181,4113717,132995
Washington,3341,Computer and peripheral equipment manufacturing,2013,410,28318,134,248,5759,49753,144106,94468,1177
Washington,3342,Communications equipment manufacturing,2013,998,68718,358,743,19760,92959,274359,178965,4565
Washington,3344,Semiconductor and other electronic component manufacturing,2013,6762,419332,3906,7955,186337,910380,1932699,1030791,63675
Washington,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,10546,788551,4499,8976,205439,1409593,4170701,2787431,62833
Washington,3359,Other electrical equipment and component manufacturing,2013,1460,85958,854,1535,39874,265271,484545,219635,12453
Washington,3363,Motor vehicle parts manufacturing,2013,2367,105837,1722,3450,60090,469408,768219,298564,21218
Washington,3366,Ship and boat building,2013,5098,278436,4127,8407,215164,515622,1195488,679866,21132
Washington,3399,Other miscellaneous manufacturing,2013,4808,214959,2995,5741,103912,467620,1002796,538654,17265
West Virginia,31-33,Manufacturing,2013,46335,2564002,34605,71183,1648557,13553267,24566220,10911680,632438
West Virginia,311,Food manufacturing,2013,2739,84572,2327,5514,65442,391986,722981,329308,5975
West Virginia,3118,Bakeries and tortilla manufacturing,2013,440,12672,243,314,7205,36597,157731,121085,759
West Virginia,321,Wood product manufacturing,2013,5142,190250,4519,9289,152957,748531,1339946,600534,52567
West Virginia,3211,Sawmills and wood preservation,2013,1340,51152,1172,2465,41186,205740,367804,164442,7507
West Virginia,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,812,39701,672,1549,30949,201357,387687,186988,8094
